id,userid,date,pageid
115,83,2010-07-19 19:59:07,0
116,96,2010-07-19 19:59:07,0
117,93,2010-07-19 19:59:07,0
118,103,2010-07-19 19:59:07,0
119,104,2010-07-19 19:59:07,0
120,25,2010-07-19 19:59:07,0
121,36,2010-07-19 19:59:07,0
122,107,2010-07-19 19:59:07,0
123,25,2010-07-19 20:04:06,0
124,74,2010-07-19 20:04:06,0
125,102,2010-07-19 20:04:06,0
126,93,2010-07-19 20:09:06,0
127,22,2010-07-19 20:09:07,0
128,74,2010-07-19 20:09:07,0
129,69,2010-07-19 20:14:06,0
130,72,2010-07-19 20:14:07,0
131,5,2010-07-19 20:14:07,0
132,33,2010-07-19 20:14:07,0
133,60,2010-07-19 20:14:07,0
134,13,2010-07-19 20:14:08,0
135,103,2010-07-19 20:14:08,0
136,111,2010-07-19 20:14:08,0
137,113,2010-07-19 20:14:08,0
138,22,2010-07-19 20:19:06,0
139,5,2010-07-19 20:19:06,0
140,13,2010-07-19 20:19:06,0
141,116,2010-07-19 20:19:06,0
142,117,2010-07-19 20:19:06,0
143,88,2010-07-19 20:24:06,0
144,8,2010-07-19 20:24:06,0
145,117,2010-07-19 20:24:07,0
146,120,2010-07-19 20:24:07,0
147,119,2010-07-19 20:24:07,0
148,114,2010-07-19 20:29:06,0
149,29,2010-07-19 20:29:06,0
150,121,2010-07-19 20:29:06,0
151,55,2010-07-19 20:34:06,0
152,57,2010-07-19 20:34:06,0
153,117,2010-07-19 20:34:06,0
154,25,2010-07-19 20:34:06,0
155,61,2010-07-19 20:34:06,0
156,46,2010-07-19 20:39:06,0
157,69,2010-07-19 20:39:06,0
158,16,2010-07-19 20:39:07,0
159,46,2010-07-19 20:39:07,0
160,46,2010-07-19 20:39:07,0
161,69,2010-07-19 20:39:07,0
162,122,2010-07-19 20:39:07,0
163,123,2010-07-19 20:44:06,0
164,58,2010-07-19 20:49:06,0
165,58,2010-07-19 20:49:06,0
166,124,2010-07-19 20:54:06,0
167,12,2010-07-19 20:54:06,0
168,114,2010-07-19 20:54:06,0
169,127,2010-07-19 20:54:06,0
170,126,2010-07-19 20:54:06,0
171,127,2010-07-19 20:54:06,0
172,39,2010-07-19 20:59:06,0
173,87,2010-07-19 20:59:06,0
174,124,2010-07-19 20:59:07,0
175,13,2010-07-19 20:59:07,0
176,61,2010-07-19 21:04:06,0
177,128,2010-07-19 21:04:06,0
178,103,2010-07-19 21:04:07,0
179,38,2010-07-19 21:09:06,0
180,24,2010-07-19 21:09:06,0
181,72,2010-07-19 21:09:06,0
182,54,2010-07-19 21:09:06,0
183,83,2010-07-19 21:14:06,0
184,132,2010-07-19 21:14:06,0
185,132,2010-07-19 21:14:06,0
186,117,2010-07-19 21:14:06,0
187,130,2010-07-19 21:19:06,0
188,130,2010-07-19 21:19:06,0
189,130,2010-07-19 21:19:06,0
190,133,2010-07-19 21:19:06,0
191,135,2010-07-19 21:24:06,0
192,131,2010-07-19 21:29:06,0
193,83,2010-07-19 21:29:06,1
195,140,2010-07-19 21:34:06,1
196,142,2010-07-19 21:39:06,1
197,13,2010-07-19 21:39:07,1
198,138,2010-07-19 21:39:07,1
199,140,2010-07-19 21:39:07,1
200,83,2010-07-19 21:39:07,1
201,61,2010-07-19 21:44:06,1
202,142,2010-07-19 21:44:07,1
203,5,2010-07-19 21:44:07,1
204,5,2010-07-19 21:44:07,1
205,24,2010-07-19 21:49:06,1
206,22,2010-07-19 21:54:06,1
207,90,2010-07-19 21:54:06,1
208,90,2010-07-19 21:59:06,1
209,147,2010-07-19 21:59:06,1
210,142,2010-07-19 22:04:06,1
211,148,2010-07-19 22:04:06,1
212,5,2010-07-19 22:04:06,1
213,88,2010-07-19 22:09:06,1
214,17,2010-07-19 22:09:07,1
215,138,2010-07-19 22:14:07,1
216,39,2010-07-19 22:14:07,1
217,88,2010-07-19 22:34:06,1
218,153,2010-07-19 22:34:06,1
219,18,2010-07-19 22:39:07,1
220,90,2010-07-19 22:44:06,1
221,156,2010-07-19 22:49:06,1
222,81,2010-07-19 22:54:06,1
223,154,2010-07-19 22:59:07,1
224,145,2010-07-19 22:59:07,1
225,145,2010-07-19 23:04:07,1
226,154,2010-07-19 23:04:07,1
229,158,2010-07-19 23:09:07,1
230,159,2010-07-19 23:09:07,1
231,159,2010-07-19 23:14:07,1
232,161,2010-07-19 23:19:07,1
233,148,2010-07-19 23:24:07,1
234,163,2010-07-19 23:29:07,1
235,131,2010-07-19 23:34:07,1
236,159,2010-07-19 23:44:07,1
237,164,2010-07-19 23:44:07,1
238,108,2010-07-19 23:49:07,1
239,54,2010-07-19 23:49:07,1
240,159,2010-07-20 00:04:07,1
241,90,2010-07-20 00:14:07,1
242,158,2010-07-20 00:14:07,1
244,169,2010-07-20 00:29:07,1
245,166,2010-07-20 00:34:07,1
246,119,2010-07-20 00:49:07,1
247,74,2010-07-20 00:59:07,1
248,173,2010-07-20 00:59:07,1
249,174,2010-07-20 01:14:07,1
250,175,2010-07-20 01:19:07,1
251,176,2010-07-20 01:19:07,1
252,24,2010-07-20 01:24:07,1
253,177,2010-07-20 01:29:07,1
254,13,2010-07-20 01:44:07,1
255,174,2010-07-20 01:44:07,1
256,178,2010-07-20 01:44:07,1
257,173,2010-07-20 01:49:07,1
258,179,2010-07-20 01:49:07,1
260,62,2010-07-20 02:04:07,1
261,81,2010-07-20 02:09:07,1
262,62,2010-07-20 02:14:07,1
263,181,2010-07-20 02:49:08,1
264,80,2010-07-20 02:59:08,1
265,181,2010-07-20 02:59:08,1
266,183,2010-07-20 02:59:08,1
267,83,2010-07-20 03:09:08,1
268,184,2010-07-20 03:14:08,1
269,184,2010-07-20 03:14:08,1
270,183,2010-07-20 03:29:08,1
271,183,2010-07-20 03:44:08,1
272,186,2010-07-20 03:44:08,1
273,174,2010-07-20 03:54:08,1
274,175,2010-07-20 03:54:08,1
275,188,2010-07-20 03:54:08,1
276,18,2010-07-20 03:59:08,1
277,187,2010-07-20 04:09:08,1
280,23,2010-07-20 04:09:08,1
281,189,2010-07-20 04:29:08,1
282,190,2010-07-20 04:44:08,1
283,190,2010-07-20 04:44:08,1
284,191,2010-07-20 04:59:08,1
285,159,2010-07-20 05:09:08,1
288,85,2010-07-20 05:14:08,1
289,191,2010-07-20 05:19:09,1
290,144,2010-07-20 05:19:09,1
291,154,2010-07-20 05:19:09,1
292,144,2010-07-20 05:19:09,1
293,193,2010-07-20 05:24:08,1
294,159,2010-07-20 05:29:08,1
295,174,2010-07-20 05:29:09,1
296,193,2010-07-20 05:34:08,1
297,187,2010-07-20 05:39:09,1
298,85,2010-07-20 05:44:09,1
299,196,2010-07-20 05:59:09,1
300,197,2010-07-20 05:59:09,1
301,196,2010-07-20 06:04:09,1
302,154,2010-07-20 06:19:09,1
303,178,2010-07-20 06:39:10,1
304,128,2010-07-20 06:54:10,1
305,79,2010-07-20 06:59:10,1
306,128,2010-07-20 06:59:10,1
307,196,2010-07-20 06:59:10,1
308,200,2010-07-20 06:59:10,1
309,199,2010-07-20 07:04:08,1
310,71,2010-07-20 07:04:08,1
311,85,2010-07-20 07:04:08,1
312,87,2010-07-20 07:04:08,1
313,144,2010-07-20 07:04:08,1
314,148,2010-07-20 07:04:08,1
315,166,2010-07-20 07:04:08,1
316,173,2010-07-20 07:04:08,1
317,175,2010-07-20 07:04:08,1
318,183,2010-07-20 07:04:08,1
319,188,2010-07-20 07:04:08,1
320,190,2010-07-20 07:04:08,1
321,132,2010-07-20 07:09:08,1
322,202,2010-07-20 07:09:08,1
323,203,2010-07-20 07:09:08,1
324,103,2010-07-20 07:24:08,1
325,144,2010-07-20 07:24:08,1
326,103,2010-07-20 07:29:08,1
327,144,2010-07-20 07:34:08,1
328,199,2010-07-20 07:39:08,1
329,65,2010-07-20 07:49:08,1
330,204,2010-07-20 07:49:08,1
331,66,2010-07-20 07:49:08,1
332,206,2010-07-20 08:09:08,1
333,114,2010-07-20 08:14:09,1
334,207,2010-07-20 08:14:09,1
336,196,2010-07-20 08:39:08,1
337,212,2010-07-20 08:44:08,1
338,103,2010-07-20 08:54:10,1
339,138,2010-07-20 08:54:10,1
340,196,2010-07-20 08:54:10,1
341,212,2010-07-20 08:54:10,1
342,196,2010-07-20 09:04:09,1
343,199,2010-07-20 09:09:08,1
344,214,2010-07-20 09:24:08,1
345,108,2010-07-20 09:39:09,1
346,218,2010-07-20 09:44:08,1
347,217,2010-07-20 09:49:08,1
348,217,2010-07-20 09:59:09,1
349,79,2010-07-20 09:59:09,1
350,217,2010-07-20 09:59:09,1
351,190,2010-07-20 10:04:09,1
352,187,2010-07-20 10:04:09,1
353,190,2010-07-20 10:14:09,1
354,88,2010-07-20 10:19:09,1
355,211,2010-07-20 10:29:09,1
356,194,2010-07-20 10:29:09,1
357,159,2010-07-20 10:29:09,1
358,169,2010-07-20 10:34:10,1
359,171,2010-07-20 10:34:10,1
360,107,2010-07-20 11:04:10,1
361,88,2010-07-20 11:14:11,1
362,213,2010-07-20 11:19:10,1
363,213,2010-07-20 11:24:09,1
364,215,2010-07-20 11:39:11,1
365,215,2010-07-20 11:44:09,1
366,198,2010-07-20 11:49:09,1
367,62,2010-07-20 11:59:12,1
368,107,2010-07-20 11:59:13,1
369,221,2010-07-20 11:59:13,1
370,215,2010-07-20 12:04:12,1
371,40,2010-07-20 12:34:12,1
372,220,2010-07-20 12:34:13,1
373,222,2010-07-20 12:34:13,1
374,56,2010-07-20 12:44:13,1
375,220,2010-07-20 12:54:12,1
376,13,2010-07-20 12:54:13,1
377,225,2010-07-20 13:14:12,1
378,189,2010-07-20 13:19:12,1
379,199,2010-07-20 13:59:12,1
380,198,2010-07-20 14:19:12,1
381,232,2010-07-20 14:19:12,1
382,232,2010-07-20 14:19:12,1
383,194,2010-07-20 14:19:12,1
384,168,2010-07-20 14:24:12,1
386,38,2010-07-20 14:34:12,1
387,38,2010-07-20 14:34:12,1
388,215,2010-07-20 14:39:11,1
389,210,2010-07-20 14:39:12,2
390,217,2010-07-20 14:39:12,2
391,89,2010-07-20 14:44:12,2
392,62,2010-07-20 14:59:11,2
394,18,2010-07-20 15:09:11,2
396,36,2010-07-20 15:14:11,2
398,230,2010-07-20 15:29:11,2
399,71,2010-07-20 15:39:12,2
400,190,2010-07-20 15:49:11,2
401,190,2010-07-20 15:49:11,2
402,5,2010-07-20 15:54:11,2
403,75,2010-07-20 15:54:11,2
404,240,2010-07-20 15:54:11,2
405,8,2010-07-20 16:04:11,2
406,241,2010-07-20 16:09:11,2
407,24,2010-07-20 16:14:11,2
408,200,2010-07-20 16:19:11,2
409,22,2010-07-20 16:24:11,2
410,148,2010-07-20 16:34:11,2
412,38,2010-07-20 16:54:11,2
413,200,2010-07-20 16:54:11,2
414,218,2010-07-20 17:29:25,2
415,233,2010-07-20 17:52:22,2
416,229,2010-07-20 18:02:22,2
417,240,2010-07-20 18:02:23,2
418,89,2010-07-20 18:07:22,2
420,139,2010-07-20 18:12:22,2
422,58,2010-07-20 18:32:22,2
423,68,2010-07-20 18:32:23,2
424,200,2010-07-20 19:02:22,2
425,216,2010-07-20 19:07:26,2
426,248,2010-07-20 19:12:27,2
427,215,2010-07-20 19:27:26,2
428,220,2010-07-20 19:27:27,2
429,247,2010-07-20 19:57:27,2
430,151,2010-07-20 19:57:27,2
431,151,2010-07-20 19:57:27,2
432,54,2010-07-20 20:07:27,2
433,54,2010-07-20 20:47:27,2
434,90,2010-07-20 21:37:27,2
435,74,2010-07-20 22:07:27,2
436,24,2010-07-20 22:42:31,2
437,178,2010-07-20 22:42:32,2
438,8,2010-07-20 22:42:32,2
439,155,2010-07-20 22:57:31,2
440,34,2010-07-20 23:37:32,2
441,83,2010-07-20 23:37:32,2
442,61,2010-07-20 23:37:32,2
444,170,2010-07-21 00:02:32,2
446,71,2010-07-21 00:27:32,2
447,226,2010-07-21 00:37:32,2
448,196,2010-07-21 00:52:32,2
450,89,2010-07-21 03:18:11,2
451,191,2010-07-21 03:28:11,2
452,252,2010-07-21 04:23:12,2
453,252,2010-07-21 04:28:12,2
454,111,2010-07-21 04:33:12,2
455,34,2010-07-21 04:53:12,2
456,251,2010-07-21 05:18:12,2
457,19,2010-07-21 05:48:12,2
458,68,2010-07-21 06:03:13,2
459,223,2010-07-21 06:03:13,2
460,223,2010-07-21 06:28:12,2
461,103,2010-07-21 06:28:13,2
462,223,2010-07-21 06:38:12,2
463,125,2010-07-21 06:53:12,2
464,194,2010-07-21 06:53:13,2
465,213,2010-07-21 06:53:13,2
466,221,2010-07-21 06:53:13,2
467,223,2010-07-21 07:13:12,2
468,199,2010-07-21 07:43:12,2
469,252,2010-07-21 07:48:12,2
470,253,2010-07-21 07:58:12,2
471,253,2010-07-21 08:03:12,2
472,38,2010-07-21 08:03:12,2
473,226,2010-07-21 08:13:12,2
474,108,2010-07-21 08:38:12,2
475,253,2010-07-21 08:48:12,2
476,108,2010-07-21 09:18:12,2
477,17,2010-07-21 09:23:12,2
478,5,2010-07-21 09:53:12,2
479,229,2010-07-21 10:18:12,2
480,254,2010-07-21 10:28:12,2
481,255,2010-07-21 10:38:12,2
482,170,2010-07-21 10:48:12,2
483,251,2010-07-21 10:58:12,2
484,139,2010-07-21 11:13:12,2
485,8,2010-07-21 11:18:12,2
486,88,2010-07-21 11:18:12,2
487,34,2010-07-21 12:33:12,2
488,210,2010-07-21 12:33:12,2
489,256,2010-07-21 12:58:12,2
490,256,2010-07-21 13:23:12,2
491,219,2010-07-21 13:43:12,2
492,23,2010-07-21 14:18:12,2
493,62,2010-07-21 14:28:12,2
494,210,2010-07-21 14:48:12,2
495,258,2010-07-21 15:08:12,2
496,77,2010-07-21 15:23:12,2
497,43,2010-07-21 15:23:12,2
498,43,2010-07-21 15:23:12,2
499,210,2010-07-21 15:28:12,2
501,247,2010-07-21 17:13:12,2
502,30,2010-07-21 17:28:12,2
503,8,2010-07-21 18:03:13,2
504,77,2010-07-21 18:08:12,2
505,138,2010-07-21 18:38:12,2
506,132,2010-07-21 18:53:12,2
507,212,2010-07-21 19:38:13,2
508,259,2010-07-21 20:48:13,2
509,11,2010-07-21 21:23:13,2
510,259,2010-07-21 21:28:13,2
511,132,2010-07-21 21:33:13,2
512,74,2010-07-21 21:38:14,2
513,261,2010-07-21 21:43:13,2
515,168,2010-07-21 23:03:14,2
516,129,2010-07-21 23:03:14,2
517,168,2010-07-21 23:03:14,2
518,189,2010-07-21 23:08:14,2
519,251,2010-07-22 00:38:14,2
521,110,2010-07-22 00:43:14,2
523,260,2010-07-22 01:58:14,2
524,260,2010-07-22 03:38:16,2
525,263,2010-07-22 04:38:17,2
526,252,2010-07-22 05:13:18,2
527,128,2010-07-22 08:23:18,2
528,89,2010-07-22 08:23:18,2
529,210,2010-07-22 09:48:18,2
530,223,2010-07-22 09:58:18,2
531,268,2010-07-22 11:18:19,2
532,267,2010-07-22 11:23:19,2
533,268,2010-07-22 11:38:19,2
534,266,2010-07-22 11:53:19,2
535,266,2010-07-22 11:53:19,2
537,62,2010-07-22 12:33:19,2
538,223,2010-07-22 12:38:19,2
539,223,2010-07-22 12:58:19,2
540,267,2010-07-22 13:03:19,2
541,223,2010-07-22 13:08:19,2
542,267,2010-07-22 13:28:19,2
543,266,2010-07-22 13:38:19,2
544,214,2010-07-22 13:58:19,2
545,190,2010-07-22 13:58:19,2
547,33,2010-07-22 14:58:19,2
548,199,2010-07-22 14:58:19,2
549,270,2010-07-22 15:13:19,2
550,260,2010-07-22 15:18:19,2
552,218,2010-07-22 16:08:19,2
553,217,2010-07-22 16:08:19,2
554,68,2010-07-22 16:48:19,2
555,53,2010-07-22 16:53:19,2
556,18,2010-07-22 17:33:19,2
557,197,2010-07-22 17:33:19,2
558,5,2010-07-22 17:58:19,2
559,219,2010-07-22 18:03:19,2
562,247,2010-07-22 18:43:19,2
564,270,2010-07-22 19:13:19,2
565,88,2010-07-22 19:33:19,2
566,35,2010-07-22 20:23:20,2
567,92,2010-07-22 20:33:20,2
568,92,2010-07-22 20:33:20,2
569,114,2010-07-22 21:08:20,2
570,159,2010-07-23 01:48:25,2
571,260,2010-07-23 05:58:26,2
572,174,2010-07-23 06:23:26,2
573,159,2010-07-23 09:53:25,2
574,166,2010-07-23 11:33:26,2
575,273,2010-07-23 12:13:26,2
576,273,2010-07-23 12:38:26,2
577,222,2010-07-23 12:53:26,2
578,69,2010-07-23 13:43:26,2
579,133,2010-07-23 13:53:26,2
581,5,2010-07-23 15:48:28,2
582,77,2010-07-23 15:53:28,2
583,5,2010-07-23 15:53:28,2
584,174,2010-07-23 16:03:28,2
585,75,2010-07-23 16:13:28,2
586,92,2010-07-23 17:58:28,2
587,251,2010-07-23 18:23:28,2
588,114,2010-07-23 20:58:28,2
589,159,2010-07-23 22:18:29,2
590,22,2010-07-23 22:48:29,2
591,99,2010-07-23 23:08:29,2
592,7,2010-07-23 23:58:29,2
593,159,2010-07-24 01:48:30,2
594,61,2010-07-24 02:58:30,3
595,240,2010-07-24 05:28:31,3
596,190,2010-07-24 09:58:32,3
597,57,2010-07-24 09:58:33,3
598,218,2010-07-24 11:53:33,3
599,246,2010-07-24 16:58:33,3
600,275,2010-07-24 17:48:33,3
601,61,2010-07-24 19:33:33,3
602,240,2010-07-24 20:28:33,3
603,276,2010-07-24 20:33:33,3
604,30,2010-07-24 22:33:34,3
605,165,2010-07-24 23:28:34,3
606,54,2010-07-25 01:38:34,3
607,30,2010-07-25 01:48:34,3
608,5,2010-07-25 09:23:35,3
609,165,2010-07-25 12:03:35,3
610,165,2010-07-25 12:03:36,3
611,240,2010-07-25 12:18:36,3
612,240,2010-07-25 12:18:36,3
613,165,2010-07-25 12:23:36,3
614,183,2010-07-25 13:53:36,3
615,133,2010-07-25 15:43:36,3
616,40,2010-07-25 16:53:36,3
617,107,2010-07-25 17:28:35,3
618,25,2010-07-25 20:23:37,3
619,90,2010-07-26 07:43:40,3
620,219,2010-07-26 10:38:41,3
621,10,2010-07-26 14:53:41,3
622,191,2010-07-26 14:53:41,3
624,71,2010-07-26 15:13:41,3
625,98,2010-07-26 15:33:41,3
626,61,2010-07-26 15:38:41,3
627,217,2010-07-26 16:58:42,3
628,59,2010-07-26 17:48:41,3
629,223,2010-07-26 18:28:41,3
630,74,2010-07-26 18:38:41,3
631,281,2010-07-26 19:13:41,3
632,282,2010-07-26 19:13:41,3
633,283,2010-07-26 19:18:41,3
634,291,2010-07-26 19:23:41,3
635,292,2010-07-26 19:23:41,3
636,293,2010-07-26 19:23:41,3
637,297,2010-07-26 19:28:41,3
638,7,2010-07-26 19:33:41,3
639,297,2010-07-26 19:33:42,3
640,302,2010-07-26 19:33:42,3
641,301,2010-07-26 19:33:42,3
642,288,2010-07-26 19:38:42,3
643,302,2010-07-26 19:38:42,3
644,308,2010-07-26 19:38:42,3
645,302,2010-07-26 19:43:42,3
646,310,2010-07-26 19:43:42,3
648,311,2010-07-26 19:48:42,3
650,316,2010-07-26 19:48:42,3
652,305,2010-07-26 19:58:42,3
653,319,2010-07-26 20:03:42,3
654,320,2010-07-26 20:03:42,3
655,68,2010-07-26 20:03:42,3
656,319,2010-07-26 20:08:42,3
658,236,2010-07-26 20:13:42,3
659,280,2010-07-26 20:13:42,3
660,284,2010-07-26 20:13:42,3
661,325,2010-07-26 20:13:42,3
662,326,2010-07-26 20:13:42,3
663,159,2010-07-26 20:18:42,3
665,190,2010-07-26 20:23:42,3
667,329,2010-07-26 20:23:42,3
668,327,2010-07-26 20:33:42,3
669,334,2010-07-26 20:33:42,3
670,334,2010-07-26 20:58:42,3
671,339,2010-07-26 20:58:42,3
672,340,2010-07-26 21:03:42,3
673,288,2010-07-26 21:13:42,3
674,344,2010-07-26 21:13:42,3
675,279,2010-07-26 21:18:42,3
676,346,2010-07-26 21:18:42,3
677,346,2010-07-26 21:18:42,3
678,351,2010-07-26 21:38:42,3
679,71,2010-07-26 21:38:42,3
680,353,2010-07-26 21:48:42,3
681,354,2010-07-26 21:48:42,3
682,305,2010-07-26 22:03:42,3
683,357,2010-07-26 22:08:42,3
684,333,2010-07-26 22:23:42,3
685,362,2010-07-26 22:38:42,3
686,362,2010-07-26 22:43:42,3
687,72,2010-07-26 22:53:42,3
688,173,2010-07-26 23:23:42,3
689,72,2010-07-26 23:28:42,3
690,174,2010-07-27 00:08:42,3
691,89,2010-07-27 00:13:43,3
692,352,2010-07-27 00:28:43,3
693,371,2010-07-27 00:28:43,3
694,357,2010-07-27 00:33:43,3
695,373,2010-07-27 00:48:43,3
696,375,2010-07-27 01:33:43,3
698,5,2010-07-27 01:48:43,3
699,382,2010-07-27 01:53:43,3
700,383,2010-07-27 01:58:43,3
701,384,2010-07-27 02:03:43,3
702,386,2010-07-27 02:08:43,3
703,378,2010-07-27 02:13:43,3
704,389,2010-07-27 02:28:43,3
705,391,2010-07-27 02:38:44,3
706,188,2010-07-27 02:43:44,3
707,391,2010-07-27 02:43:44,3
708,392,2010-07-27 02:48:44,3
709,392,2010-07-27 02:48:44,3
710,393,2010-07-27 02:48:44,3
711,395,2010-07-27 02:58:44,3
712,395,2010-07-27 03:03:44,3
713,396,2010-07-27 03:03:44,3
714,352,2010-07-27 03:13:44,3
715,398,2010-07-27 03:13:44,3
716,399,2010-07-27 03:23:44,3
718,401,2010-07-27 03:38:44,3
719,196,2010-07-27 05:18:44,3
720,408,2010-07-27 05:38:44,3
721,339,2010-07-27 06:13:44,3
722,159,2010-07-27 06:43:44,3
723,410,2010-07-27 06:53:44,3
724,411,2010-07-27 07:03:44,3
725,412,2010-07-27 07:03:44,3
726,411,2010-07-27 07:03:44,3
727,412,2010-07-27 07:03:45,3
728,88,2010-07-27 07:03:45,3
729,413,2010-07-27 07:13:44,3
730,413,2010-07-27 07:13:44,3
731,414,2010-07-27 07:13:44,3
732,223,2010-07-27 07:18:44,3
734,417,2010-07-27 07:53:44,3
735,424,2010-07-27 08:18:44,3
736,426,2010-07-27 08:28:44,3
737,432,2010-07-27 08:53:44,3
738,435,2010-07-27 09:13:44,3
739,5,2010-07-27 09:13:44,3
740,8,2010-07-27 09:13:44,3
741,13,2010-07-27 09:13:44,3
742,22,2010-07-27 09:13:44,3
743,23,2010-07-27 09:13:44,3
744,24,2010-07-27 09:13:44,3
745,25,2010-07-27 09:13:44,3
747,30,2010-07-27 09:13:44,3
748,36,2010-07-27 09:13:44,3
749,39,2010-07-27 09:13:44,3
750,41,2010-07-27 09:13:44,3
751,46,2010-07-27 09:13:44,3
752,54,2010-07-27 09:13:44,3
753,55,2010-07-27 09:13:44,3
754,56,2010-07-27 09:13:45,3
755,59,2010-07-27 09:13:45,3
756,61,2010-07-27 09:13:45,3
757,62,2010-07-27 09:13:45,3
758,68,2010-07-27 09:13:45,3
759,69,2010-07-27 09:13:45,3
760,71,2010-07-27 09:13:45,3
761,74,2010-07-27 09:13:45,3
762,80,2010-07-27 09:13:45,3
763,81,2010-07-27 09:13:45,3
764,87,2010-07-27 09:13:45,3
765,88,2010-07-27 09:13:45,3
766,89,2010-07-27 09:13:45,3
767,90,2010-07-27 09:13:45,3
768,114,2010-07-27 09:13:45,3
769,128,2010-07-27 09:13:45,3
770,142,2010-07-27 09:13:46,3
771,144,2010-07-27 09:13:46,3
772,154,2010-07-27 09:13:46,3
773,158,2010-07-27 09:13:46,3
774,159,2010-07-27 09:13:46,3
775,173,2010-07-27 09:13:46,3
776,174,2010-07-27 09:13:46,3
777,183,2010-07-27 09:13:46,3
778,187,2010-07-27 09:13:46,3
779,190,2010-07-27 09:13:46,3
780,191,2010-07-27 09:13:47,3
781,196,2010-07-27 09:13:47,3
782,199,2010-07-27 09:13:47,3
783,210,2010-07-27 09:13:47,3
784,211,2010-07-27 09:13:47,3
